family,lag_days,autocorr_x,autocorr_y,mean_abs_autocorr,abs_autocorr_x,abs_autocorr_y
HAM,165,0.4138243868800204,-0.6003748593428089,0.5070996231114147,0.4138243868800204,0.6003748593428089
HAM,170,0.4029307084879222,-0.6161439565461473,0.5095373325170347,0.4029307084879222,0.6161439565461473
HAM,175,0.393003036750925,-0.6268641582955751,0.5099335975232501,0.393003036750925,0.6268641582955751
HAM,180,0.3840871109329119,-0.632978435970222,0.508532773451567,0.3840871109329119,0.632978435970222
HAM,185,0.3769880579300292,-0.634222407976255,0.5056052329531421,0.3769880579300292,0.634222407976255
HAM,190,0.3718665470060693,-0.6302246743167513,0.5010456106614103,0.3718665470060693,0.6302246743167513
HAM,195,0.3686206791815005,-0.6207300830904694,0.4946753811359849,0.3686206791815005,0.6207300830904694
HAM,200,0.3670030136782848,-0.6058374307685244,0.4864202222234046,0.3670030136782848,0.6058374307685244
HAM,205,0.3672039404949418,-0.5857983274347465,0.4765011339648441,0.3672039404949418,0.5857983274347465
HAM,210,0.3687455408749016,-0.5612847514668374,0.4650151461708695,0.3687455408749016,0.5612847514668374
HAM,215,0.3707779187826466,-0.5329386149260279,0.4518582668543373,0.3707779187826466,0.5329386149260279
HAM,220,0.3737324246780432,-0.5008960580010596,0.4373142413395514,0.3737324246780432,0.5008960580010596
HAM,225,0.3775910129274647,-0.4653853756978346,0.4214881943126497,0.3775910129274647,0.4653853756978346
HAM,230,0.3818650462727149,-0.4260946534942183,0.4039798498834666,0.3818650462727149,0.4260946534942183
HAM,235,0.3862231099298325,-0.3826496282163342,0.3844363690730833,0.3862231099298325,0.3826496282163342
HAM,240,0.391082246442228,-0.3353444312863631,0.3632133388642956,0.391082246442228,0.3353444312863631
HAM,245,0.3966118414369654,-0.2857951698486788,0.3412035056428221,0.3966118414369654,0.2857951698486788
HAM,250,0.4031986712125579,-0.2344800913186168,0.3188393812655873,0.4031986712125579,0.2344800913186168
HAM,255,0.41083255840715,-0.1812620009490242,0.2960472796780871,0.41083255840715,0.1812620009490242
HAM,260,0.4193646617249795,-0.1264399464091762,0.2729023040670778,0.4193646617249795,0.1264399464091762
HAM,265,0.4279966343875195,-0.0695193577433725,0.248757996065446,0.4279966343875195,0.0695193577433725
HAM,270,0.4362705207350619,-0.0108593305662937,0.2235649256506778,0.4362705207350619,0.0108593305662937
HAM,275,0.4447615496707437,0.0487785962113723,0.246770072941058,0.4447615496707437,0.0487785962113723
HAM,280,0.4537252208462607,0.1082357988641265,0.2809805098551936,0.4537252208462607,0.1082357988641265
HAM,285,0.4628277911920705,0.166952049881713,0.3148899205368918,0.4628277911920705,0.166952049881713
HAM,290,0.4721463622864636,0.22488558243296,0.3485159723597118,0.4721463622864636,0.22488558243296
HAM,295,0.4814596280706916,0.2815003097422055,0.3814799689064485,0.4814596280706916,0.2815003097422055
HAM,300,0.4908147818874607,0.3353470503498862,0.4130809161186735,0.4908147818874607,0.3353470503498862
HAM,305,0.5000672433619726,0.3857040826601103,0.4428856630110415,0.5000672433619726,0.3857040826601103
HAM,310,0.5093242970099492,0.4341445130963823,0.4717344050531658,0.5093242970099492,0.4341445130963823
HAM,315,0.5185028705188206,0.4804069710780271,0.4994549207984238,0.5185028705188206,0.4804069710780271
HAM,320,0.527243710081235,0.523970834601152,0.5256072723411935,0.527243710081235,0.523970834601152
HAM,325,0.5355871356423156,0.5645654279538648,0.5500762817980902,0.5355871356423156,0.5645654279538648
HAM,330,0.5433919609477543,0.6020808970491474,0.5727364289984509,0.5433919609477543,0.6020808970491474
HAM,335,0.5507372533980431,0.6356835515048643,0.5932104024514537,0.5507372533980431,0.6356835515048643
HAM,340,0.5572336300324227,0.6638228458503225,0.6105282379413726,0.5572336300324227,0.6638228458503225
HAM,345,0.5625764797948241,0.6878751357935674,0.6252258077941957,0.5625764797948241,0.6878751357935674
HAM,350,0.566686492695685,0.7073013290750897,0.6369939108853874,0.566686492695685,0.7073013290750897
HAM,355,0.5700138736983877,0.7224872129147131,0.6462505433065504,0.5700138736983877,0.7224872129147131
